id,provider,title,start_date,end_date,startyear,endyear,type,tags
NASA/JPL/global_forest_canopy_height_2005,NASA/JPL,"Global Forest Canopy Height, 2005",5/19/2005,6/22/2005,2005,2005,Image,"NASA, JPL, forest, tree, canopy, height, glas, geophysical"
FORMA/FORMA_500m,"Global Forest Watch, World Resources Institute","FORMA Global Forest Watch Deforestation Alerts, 500m",12/31/2005,6/9/2015,2005,2015,Image,"GFW, WRI, NASA, forest, alerts, modis, forma, deforestation, geophysical"
CSP/ERGo/1_0/Global/ALOS_CHILI,Conservation Science Partners,Global ALOS CHILI (Continuous Heat-Insolation Load Index),1/23/2006,5/12/2011,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, global"
CSP/ERGo/1_0/Global/ALOS_landforms,Conservation Science Partners,Global ALOS Landforms,1/23/2006,5/12/2011,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, global"
CSP/ERGo/1_0/Global/ALOS_mTPI,Conservation Science Partners,Global ALOS mTPI (Multi-Scale Topographic Position Index),1/23/2006,5/12/2011,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, global"
CSP/ERGo/1_0/Global/ALOS_topoDiversity,Conservation Science Partners,Global ALOS Topographic Diversity,1/23/2006,5/12/2011,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, global"
CSP/ERGo/1_0/Global/SRTM_CHILI,Conservation Science Partners,Global SRTM CHILI (Continuous Heat-Insolation Load Index),1/23/2006,5/12/2011,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, global"
CSP/ERGo/1_0/Global/SRTM_landforms,Conservation Science Partners,Global SRTM Landforms,1/23/2006,5/12/2011,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, global"
CSP/ERGo/1_0/Global/SRTM_mTPI,Conservation Science Partners,Global SRTM mTPI (Multi-Scale Topographic Position Index),1/23/2006,5/12/2011,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, global"
CSP/ERGo/1_0/Global/SRTM_topoDiversity,Conservation Science Partners,Global SRTM Topographic Diversity,1/23/2006,5/12/2011,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, global"
CSP/ERGo/1_0/US/CHILI,Conservation Science Partners,US NED CHILI (Continuous Heat-Insolation Load Index),1/23/2006,5/12/2011,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, us"
CSP/ERGo/1_0/US/landforms,Conservation Science Partners,US NED Landforms,1/23/2006,5/12/2011,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, us"
CSP/ERGo/1_0/US/lithology,Conservation Science Partners,US Lithology,1/23/2006,5/12/2011,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, us"
CSP/ERGo/1_0/US/mTPI,Conservation Science Partners,US NED mTPI (Multi-Scale Topographic Position Index),1/23/2006,5/12/2011,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, us"
CSP/ERGo/1_0/US/physioDiversity,Conservation Science Partners,US NED Physiographic Diversity,1/23/2006,5/12/2011,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, us"
CSP/ERGo/1_0/US/physiography,Conservation Science Partners,US Physiography,1/23/2006,5/12/2011,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, us"
CSP/ERGo/1_0/US/topoDiversity,Conservation Science Partners,US NED Topographic Diversity,1/23/2006,5/12/2011,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, us"
JAXA/ALOS/AW3D30/V1_1,JAXA Earth Observation Research Center,ALOS DSM: Global 30m,1/23/2006,5/11/2011,2006,2011,Image,"jaxa, alos, elevation, dem, geophysical, topography"
JAXA/ALOS/AW3D30/V2_1,JAXA Earth Observation Research Center,ALOS DSM: Global 30m,1/23/2006,5/11/2011,2006,2011,Image,"jaxa, alos, elevation, dem, geophysical, topography"
JAXA/ALOS/AW3D30/V2_2,JAXA Earth Observation Research Center,ALOS DSM: Global 30m,1/23/2006,5/11/2011,2006,2011,Image,"jaxa, alos, elevation, dem, geophysical, topography"
JAXA/ALOS/AVNIR-2/ORI,JAXA Earth Observation Research Center,ALOS/AVNIR-2 ORI,4/25/2006,4/17/2011,2006,2011,ImageCollection,"JAXA, EORC, visible, orthorectified, ALOS, AVNIR-2"
JAXA/ALOS/PALSAR/YEARLY/FNF,JAXA EORC,Global PALSAR-2/PALSAR Forest/Non-Forest Map,12/31/2006,12/31/2017,2006,2017,ImageCollection,"JAXA, EROC, ALOS, ALOS2, PALSAR, SAR, forest, landcover, classification"
JAXA/ALOS/PALSAR/YEARLY/SAR,JAXA EORC,Global PALSAR-2/PALSAR Yearly Mosaic,12/31/2006,12/31/2017,2006,2017,ImageCollection,"JAXA, EROC, ALOS, ALOS2, PALSAR, SAR"
OpenLandMap/CLM/CLM_PRECIPITATION_SM2RAIN_M/v01,EnvirometriX Ltd,OpenLandMap Precipitation monthly,12/31/2006,12/31/2018,2006,2018,Image,"EnvirometriX, OpenLandMap, OpenGeoHub, precipitation, monthly, imerg"
UTOKYO/WTLAB/KBDI/v1,"Institute of Industrial Science, The University of Tokyo, Japan",KBDI: Keetch-Byram Drought Index,12/31/2006,4/9/2020,2006,2020,ImageCollection,"utokyo, wtlab, kbdi, drought, rainfall, lst_derived"
NOAA/NGDC/ETOPO1,NOAA,ETOPO1: Global 1 Arc-Minute Elevation,7/31/2008,7/31/2008,2008,2008,Image,"noaa, ngdc, etopo1, elevation, geophysical, topography, dem, ice, bedrock, bathymetry"
AAFC/ACI,Agriculture and Agri-Food Canada,Canada AAFC Annual Crop Inventory,12/31/2008,12/31/2017,2008,2017,ImageCollection,"canada, aafc, crop, landcover"
ESA/GLOBCOVER_L4_200901_200912_V2_3,ESA,GlobCover: Global Land Cover Map,12/31/2008,12/31/2009,2008,2009,Image,"esa, landcover, globcover"
FAO/WAPOR/2/L1_AETI_D,FAO,WAPOR Actual Evapotranspiration and Interception,12/31/2008,3/20/2020,2008,2020,ImageCollection,"FAO, WaPOR, Agriculture, Water"
FAO/WAPOR/2/L1_E_D,FAO,WAPOR Dekadal Evaporation,12/31/2008,3/20/2020,2008,2020,ImageCollection,"FAO, WaPOR, Agriculture, Water"
FAO/WAPOR/2/L1_I_D,FAO,WAPOR Dekadal Interception,12/31/2008,3/20/2020,2008,2020,ImageCollection,"FAO, WaPOR, Agriculture, Water"
FAO/WAPOR/2/L1_NPP_D,FAO,WAPOR Dekadal Net Primary Production,12/31/2008,3/20/2020,2008,2020,ImageCollection,"FAO, WaPOR, Agriculture, Water"
FAO/WAPOR/2/L1_RET_D,FAO,WAPOR Dekadal Reference Evapotranspiration,12/31/2008,3/20/2020,2008,2020,ImageCollection,"FAO, WaPOR, Agriculture, Water"
FAO/WAPOR/2/L1_RET_E,FAO,WAPOR Daily Reference Evapotranspiration,12/31/2008,4/2/2020,2008,2020,ImageCollection,"FAO, WaPOR, Agriculture, Water"
FAO/WAPOR/2/L1_T_D,FAO,WAPOR Dekadal Transpiration,12/31/2008,3/20/2020,2008,2020,ImageCollection,"FAO, WaPOR, Agriculture, Water"
UMN/PGC/REMA/V1/2m,University of Minnesota Polar Geospatial Center,REMA Strips,12/31/2008,12/31/2017,2008,2017,ImageCollection,"umn, pgc, rema, dem, geophysical"
UMN/PGC/REMA/V1/8m,University of Minnesota Polar Geospatial Center,REMA Strips,12/31/2008,12/31/2017,2008,2017,ImageCollection,"umn, pgc, rema, dem, geophysical"
UMN/PGC/REMA/V1_1/8m,University of Minnesota Polar Geospatial Center,REMA Mosaic,12/31/2008,12/31/2017,2008,2017,Image,"umn, pgc, rema, dem, geophysical"
UMN/PGC/ArcticDEM/V2/2m,University of Minnesota Polar Geospatial Center,ArcticDEM Strips,8/15/2009,3/11/2017,2009,2017,ImageCollection,"umn, pgc, arctic, dem, geophysical"
UMN/PGC/ArcticDEM/V3/2m,University of Minnesota Polar Geospatial Center,ArcticDEM Strips,8/15/2009,3/11/2017,2009,2017,ImageCollection,"umn, pgc, arctic, dem, geophysical"
NASA_USDA/HSL/soil_moisture,NASA GSFC,NASA-USDA Global Soil Moisture Data,12/31/2009,4/4/2020,2009,2020,ImageCollection,"nasa, usda, hsl, smos, geophysical, soil, moisture"
TIGER/2010/Blocks,United States Census Bureau,TIGER: US Census Blocks,12/31/2009,1/1/2010,2009,2010,Table,"census, tiger, us, city, urban, neighborhood"
TIGER/2010/Tracts_DP1,United States Census Bureau,TIGER: US Census Tracts Demographic - Profile 1,12/31/2009,1/1/2010,2009,2010,Table,"census, tiger, us, demographic, social, human"
USGS/GFSAD1000_V0,Global Food Security-support Analysis Data at 30m Project (GFSAD30),"GFSAD1000: Cropland Extent 1km Crop Dominance, Global Food-Support Analysis Data",12/31/2009,12/31/2010,2009,2010,Image,"gfsad, usgs, landcover, cropland, crop"
USGS/GFSAD1000_V1,Global Food Security-support Analysis Data at 30m Project (GFSAD30),"GFSAD1000: Cropland Extent 1km Multi-Study Crop Mask, Global Food-Support Analysis Data",12/31/2009,12/31/2009,2009,2009,Image,"gfsad, usgs, landcover, cropland, crop"
USGS/GMTED2010,USGS,GMTED2010: Global Multi-resolution Terrain Elevation Data 2010,12/31/2009,12/31/2009,2009,2009,Image,"usgs, srtm, elevation, dem, topography, geophysical"
WorldPop/POP,WorldPop,WorldPop Project Population Data: Estimated Residential Population per 100x100m Grid Square,12/31/2009,12/31/2015,2009,2015,ImageCollection,"worldpop, population, demography"
AU/GA/DEM_1SEC/v10/DEM-H,Geoscience Australia,DEM-H: Australian SRTM Hydrologically Enforced Digital Elevation Model,1/31/2010,1/31/2010,2010,2010,Image,"geoscience_australia, ga, srtm, elevation, australia, dem, geophysical, smoothed"
AU/GA/DEM_1SEC/v10/DEM-S,Geoscience Australia,DEM-S: Australian Smoothed Digital Elevation Model,1/31/2010,1/31/2010,2010,2010,Image,"geoscience_australia, ga, srtm, elevation, australia, dem, geophysical, smoothed"
CPOM/CryoSat2/ANTARCTICA_DEM,CPOM,CryoSat-2 Antarctica 1km DEM,6/30/2010,6/30/2016,2010,2016,Image,"CPOM, CryoSat-2, dem, elevation, antarctica, polar"
USGS/GAP/CONUS/2011,USGS,USGS GAP CONUS 2011,12/31/2010,12/31/2011,2010,2011,Image,"gap, usgs, landfire, landcover, vegetation"
AHN/AHN2_05M_INT,AHN,"AHN Netherlands 0.5m DEM, Interpolated",12/31/2011,12/31/2011,2011,2011,Image,"ahn, lidar, elevation, netherlands, dem, geophysical"
AHN/AHN2_05M_NON,AHN,"AHN Netherlands 0.5m DEM, Non-Interpolated",12/31/2011,12/31/2011,2011,2011,Image,"ahn, lidar, elevation, netherlands, dem, geophysical"
AHN/AHN2_05M_RUW,AHN,"AHN Netherlands 0.5m DEM, Raw Samples",12/31/2011,12/31/2011,2011,2011,Image,"ahn, lidar, elevation, netherlands, dem, geophysical"
GFW/GFF/V1/fishing_hours,Global Fishing Watch,GFW (Global Fishing Watch) Daily Fishing Hours,12/31/2011,12/31/2016,2011,2016,ImageCollection,"gfw, fishing, marine, ocean, monthly"
GFW/GFF/V1/vessel_hours,Global Fishing Watch,GFW (Global Fishing Watch) Daily Vessel Hours,12/31/2011,12/31/2016,2011,2016,ImageCollection,"gfw, fishing, marine, ocean, monthly"
WRI/GFW/FORMA/alerts,World Resources Institute / Global Forest Watch,FORMA Alerts,12/31/2011,5/17/2019,2011,2019,Image,"FORMA, GFW, WRI, forests, deforestation, MODIS, monitoring, daily"
WRI/GFW/FORMA/raw_output_ndvi,World Resources Institute / Global Forest Watch,FORMA Raw Output NDVI,12/31/2011,4/22/2019,2011,2019,ImageCollection,"FORMA, GFW, WRI, forests, deforestation, MODIS, monitoring, daily"
WRI/GFW/FORMA/thresholds,World Resources Institute / Global Forest Watch,FORMA alert thresholds,12/31/2011,12/31/2015,2011,2015,Image,"FORMA, GFW, WRI, forests, deforestation, MODIS, monitoring, daily"
WRI/GFW/FORMA/vegetation_tstats,World Resources Institute / Global Forest Watch,FORMA Vegetation T-Statistics,12/31/2011,4/22/2019,2011,2019,ImageCollection,"FORMA, GFW, WRI, forests, deforestation, MODIS, monitoring, daily"
NOAA/VIIRS/001/VNP13A1,NASA LP DAAC at the USGS EROS Center,VNP13A1: VIIRS Vegetation Indices 16-Day 500m,1/16/2012,3/4/2020,2012,2020,ImageCollection,"nasa, noaa, viirs, npp, ndvi, vegetation, evi, vnp13a1, 16-day"
NOAA/VIIRS/001/VNP09GA,NASA LP DAAC at the USGS EROS Center,VNP09GA: VIIRS Surface Reflectance Daily 500m and 1km,1/18/2012,3/25/2020,2012,2020,ImageCollection,"nasa, noaa, viirs, npp, sr, reflectance, daily, vnp09ga"
WHRC/biomass/tropical,WHRC,WHRC Pantropical National Level Carbon Stock Dataset,1/28/2012,1/28/2012,2012,2012,Image,"whrc, umd, tropical, pantropical, biomass, aboveground, carbon, geophysical"
USGS/NED,United States Geological Survey,USGS National Elevation Dataset 1/3 arc-second,2/6/2012,2/6/2012,2012,2012,Image,"usgs, ned, elevation, topography, dem, geophysical"
NOAA/VIIRS/DNB/MONTHLY_V1/VCMCFG,NOAA,VIIRS Nighttime Day/Night Band Composites Version 1,3/31/2012,11/30/2019,2012,2019,ImageCollection,"noaa, viirs, eog, monthly, nighttime, visible, lights, dnb"
LANDSAT/LC8_L1T_ANNUAL_BAI,Google,Landsat 8 Annual BAI Composite,12/31/2012,12/31/2017,2012,2017,ImageCollection,bai
LANDSAT/LC8_L1T_ANNUAL_EVI,Google,Landsat 8 Annual EVI Composite,12/31/2012,12/31/2017,2012,2017,ImageCollection,evi
LANDSAT/LC8_L1T_ANNUAL_GREENEST_TOA,Google,Landsat 8 Annual Greenest-Pixel TOA Reflectance Composite,12/31/2012,12/31/2017,2012,2017,ImageCollection,"toa, greenest"
LANDSAT/LC8_L1T_ANNUAL_NBRT,Google,Landsat 8 Annual NBRT Composite,12/31/2012,12/31/2017,2012,2017,ImageCollection,nbrt
LANDSAT/LC8_L1T_ANNUAL_NDSI,Google,Landsat 8 Annual NDSI Composite,12/31/2012,12/31/2017,2012,2017,ImageCollection,ndsi
LANDSAT/LC8_L1T_ANNUAL_NDVI,Google,Landsat 8 Annual NDVI Composite,12/31/2012,12/31/2017,2012,2017,ImageCollection,ndvi
LANDSAT/LC8_L1T_ANNUAL_NDWI,Google,Landsat 8 Annual NDWI Composite,12/31/2012,12/31/2017,2012,2017,ImageCollection,ndwi
LANDSAT/LC8_L1T_ANNUAL_RAW,Google,Landsat 8 Annual Raw Composite,12/31/2012,12/31/2017,2012,2017,ImageCollection,raw
LANDSAT/LC8_L1T_ANNUAL_TOA,Google,Landsat 8 Annual TOA Reflectance Composite,12/31/2012,12/31/2017,2012,2017,ImageCollection,toa
USDOS/LSIB/2013,"United States Department of State, Office of the Geographer","LSIB: Large Scale International Boundary Polygons, Detailed",3/7/2013,3/7/2013,2013,2013,Table,"dos, usdos, boundaries, borders, countries, political"
LANDSAT/LC8_L1T_32DAY_BAI,Google,Landsat 8 32-Day BAI Composite,4/6/2013,5/8/2017,2013,2017,ImageCollection,bai
LANDSAT/LC8_L1T_32DAY_EVI,Google,Landsat 8 32-Day EVI Composite,4/6/2013,5/8/2017,2013,2017,ImageCollection,evi
LANDSAT/LC8_L1T_32DAY_NBRT,Google,Landsat 8 32-Day NBRT Composite,4/6/2013,5/8/2017,2013,2017,ImageCollection,nbrt
LANDSAT/LC8_L1T_32DAY_NDSI,Google,Landsat 8 32-Day NDSI Composite,4/6/2013,5/8/2017,2013,2017,ImageCollection,ndsi
LANDSAT/LC8_L1T_32DAY_NDVI,Google,Landsat 8 32-Day NDVI Composite,4/6/2013,5/8/2017,2013,2017,ImageCollection,ndvi
LANDSAT/LC8_L1T_32DAY_NDWI,Google,Landsat 8 32-Day NDWI Composite,4/6/2013,5/8/2017,2013,2017,ImageCollection,ndwi
LANDSAT/LC8_L1T_32DAY_RAW,Google,Landsat 8 32-Day Raw Composite,4/6/2013,5/8/2017,2013,2017,ImageCollection,raw
LANDSAT/LC8_L1T_32DAY_TOA,Google,Landsat 8 32-Day TOA Reflectance Composite,4/6/2013,5/8/2017,2013,2017,ImageCollection,toa
LANDSAT/LC8_L1T_8DAY_BAI,Google,Landsat 8 8-Day BAI Composite,4/6/2013,4/30/2017,2013,2017,ImageCollection,bai
LANDSAT/LC8_L1T_8DAY_EVI,Google,Landsat 8 8-Day EVI Composite,4/6/2013,4/30/2017,2013,2017,ImageCollection,evi
LANDSAT/LC8_L1T_8DAY_NBRT,Google,Landsat 8 8-Day NBRT Composite,4/6/2013,4/30/2017,2013,2017,ImageCollection,nbrt
LANDSAT/LC8_L1T_8DAY_NDSI,Google,Landsat 8 8-Day NDSI Composite,4/6/2013,4/30/2017,2013,2017,ImageCollection,ndsi
LANDSAT/LC8_L1T_8DAY_NDVI,Google,Landsat 8 8-Day NDVI Composite,4/6/2013,4/30/2017,2013,2017,ImageCollection,ndvi
LANDSAT/LC8_L1T_8DAY_NDWI,Google,Landsat 8 8-Day NDWI Composite,4/6/2013,4/30/2017,2013,2017,ImageCollection,ndwi
LANDSAT/LC8_L1T_8DAY_RAW,Google,Landsat 8 8-Day Raw Composite,4/6/2013,4/30/2017,2013,2017,ImageCollection,raw
LANDSAT/LC8_L1T_8DAY_TOA,Google,Landsat 8 8-Day TOA Reflectance Composite,4/6/2013,4/30/2017,2013,2017,ImageCollection,toa
LANDSAT/LC08/C01/T1,USGS,USGS Landsat 8 Collection 1 Tier 1 Raw Scenes,4/10/2013,4/7/2020,2013,2020,ImageCollection,"landsat, usgs, global, oli_tirs, l8, lc8, c1, tier1, t1, radiance"
LANDSAT/LC08/C01/T1_RT,USGS,USGS Landsat 8 Collection 1 Tier 1 and Real-Time data Raw Scenes,4/10/2013,4/9/2020,2013,2020,ImageCollection,"landsat, usgs, global, oli_tirs, l8, lc8, c1, tier1, t1, nrt, rt, radiance"
LANDSAT/LC08/C01/T1_RT_TOA,USGS/Google,USGS Landsat 8 Collection 1 Tier 1 and Real-Time data TOA Reflectance,4/10/2013,4/9/2020,2013,2020,ImageCollection,"landsat, usgs, global, toa"
LANDSAT/LC08/C01/T1_SR,USGS,USGS Landsat 8 Surface Reflectance Tier 1,4/10/2013,4/7/2020,2013,2020,ImageCollection,"landsat, usgs, global, sr, reflectance, l8sr, cloud, fmask, cfmask, lc08"
LANDSAT/LC08/C01/T1_TOA,USGS/Google,USGS Landsat 8 Collection 1 Tier 1 TOA Reflectance,4/10/2013,4/7/2020,2013,2020,ImageCollection,"landsat, usgs, global, toa"
LANDSAT/LC08/C01/T2,USGS,USGS Landsat 8 Collection 1 Tier 2 Raw Scenes,4/10/2013,4/7/2020,2013,2020,ImageCollection,"landsat, usgs, global, oli_tirs, l8, lc8, c1, tier2, t2, radiance"
LANDSAT/LC08/C01/T2_SR,USGS,USGS Landsat 8 Surface Reflectance Tier 2,4/10/2013,4/7/2020,2013,2020,ImageCollection,"landsat, usgs, global, sr, reflectance, l8sr, cloud, fmask, cfmask, lc08"
LANDSAT/LC08/C01/T2_TOA,USGS/Google,USGS Landsat 8 Collection 1 Tier 2 TOA Reflectance,4/10/2013,4/7/2020,2013,2020,ImageCollection,"landsat, usgs, global, toa"
LANDSAT/LC8,USGS,USGS Landsat 8 Raw Scenes,4/10/2013,4/29/2017,2013,2017,ImageCollection,"landsat, usgs, global, oli_tirs, l8, lc8, radiance"
LANDSAT/LC8_L1T,USGS,USGS Landsat 8 Raw Scenes (Orthorectified),4/10/2013,4/29/2017,2013,2017,ImageCollection,"landsat, usgs, global, oli_tirs, l8, lc8, radiance"
LANDSAT/LC8_L1T_TOA,USGS/Google,USGS Landsat 8 TOA Reflectance (Orthorectified),4/10/2013,4/29/2017,2013,2017,ImageCollection,"landsat, usgs, global, toa"
LANDSAT/LO08/C01/T1,USGS,USGS Landsat 8 Collection 1 Tier 1 OLI Raw Scenes,4/10/2013,3/2/2015,2013,2015,ImageCollection,"landsat, usgs, global, oli, l8, lo8, c1, tier1, t1, radiance"
LANDSAT/LO08/C01/T1_RT,USGS,USGS Landsat 8 Collection 1 Tier 1 and Real-Time data OLI Raw Scenes,4/10/2013,3/2/2015,2013,2015,ImageCollection,"landsat, usgs, global, oli, l8, lo8, c1, tier1, t1, nrt, rt, radiance"
LANDSAT/LO08/C01/T2,USGS,USGS Landsat 8 Collection 1 Tier 2 OLI Raw Scenes,4/10/2013,3/2/2015,2013,2015,ImageCollection,"landsat, usgs, global, oli, l8, lo8, c1, tier2, t2, radiance"
LANDSAT/LT08/C01/T2,USGS,USGS Landsat 8 Collection 1 Tier 2 TIRS Raw Scenes,4/10/2013,3/9/2013,2013,2013,ImageCollection,"landsat, usgs, global, tirs, l8, lt8, c1, tier2, t2, radiance"
EPA/Ecoregions/2013/L3,United States Environmental Protection Agency,US EPA Ecoregions (Level III),4/15/2013,4/16/2013,2013,2013,Table,"epa, ecoregions"
EPA/Ecoregions/2013/L4,United States Environmental Protection Agency,US EPA Ecoregions (Level IV),4/15/2013,4/16/2013,2013,2013,Table,"epa, ecoregions"
VITO/PROBAV/C1/S1_TOC_100M,Vito / ESA,PROBA-V C1 Top Of Canopy Daily Synthesis 100m,10/16/2013,3/2/2020,2013,2020,ImageCollection,"proba, probav, vito, ESA, multispectral, swir, nir"
VITO/PROBAV/C1/S1_TOC_333M,Vito / ESA,PROBA-V C1 Top Of Canopy Daily Synthesis 333m,10/16/2013,3/2/2020,2013,2020,ImageCollection,"proba, probav, vito, ESA, multispectral, swir, nir"
VITO/PROBAV/S1_TOC_100M,Vito / ESA,PROBA-V C0 Top Of Canopy Daily Synthesis 100m,10/16/2013,12/13/2016,2013,2016,ImageCollection,"proba, probav, vito, ESA, multispectral, swir, nir"
VITO/PROBAV/S1_TOC_333M,Vito / ESA,PROBA-V C0 Top Of Canopy Daily Synthesis 333m,10/16/2013,12/13/2016,2013,2016,ImageCollection,"proba, probav, vito, ESA, multispectral, swir, nir"
NOAA/VIIRS/DNB/MONTHLY_V1/VCMSLCFG,NOAA,VIIRS Stray Light Corrected Nighttime Day/Night Band Composites Version 1,12/31/2013,11/30/2019,2013,2019,ImageCollection,"noaa, viirs, eog, monthly, stray-light, nighttime, visible, lights, dnb"
JAXA/GPM_L3/GSMaP/v6/operational,JAXA Earth Observation Research Center,GSMaP Operational: Global Satellite Mapping of Precipitation,2/28/2014,4/10/2020,2014,2020,ImageCollection,"gpm, nasa, jaxa, precipitation, geophysical, weather, climate, hourly"
NASA/GPM_L3/IMERG_V04,NASA PMM,GPM: Global Precipitation Measurement (GPM) v4,3/11/2014,11/30/2017,2014,2017,ImageCollection,"nasa, gpm, jaxa, half-hourly, precipitation, geophysical, weather, climate"
NASA/GPM_L3/IMERG_V05,NASA PMM,GPM: Global Precipitation Measurement (GPM) v5,3/11/2014,4/29/2019,2014,2019,ImageCollection,"nasa, gpm, jaxa, half-hourly, precipitation, geophysical, weather, climate"
SKYSAT/GEN-A/PUBLIC/ORTHO/MULTISPECTRAL,Planet Labs Inc.,"Planet SkySat Public Ortho Imagery, Multispectral",7/2/2014,12/23/2016,2014,2016,ImageCollection,"planet, skysat, highres, multispectral, pansharpened"
SKYSAT/GEN-A/PUBLIC/ORTHO/RGB,Planet Labs Inc.,"Planet SkySat Public Ortho Imagery, RGB",7/2/2014,12/23/2016,2014,2016,ImageCollection,"planet, skysat, highres, rgb, pansharpened"
COPERNICUS/S1_GRD,European Union/ESA/Copernicus,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",10/2/2014,4/10/2020,2014,2020,ImageCollection,"eu, esa, copernicus, sentinel, radar, sar, backscattering, polarization"
COPERNICUS/Landcover/100m/Proba-V/Global,Copernicus,Copernicus Global Land Cover Layers: CGLS-LC100 collection 2,12/31/2014,12/31/2015,2014,2015,ImageCollection,"copernicus, eea, esa, eu, proba, probav, vito, landcover"
Oxford/MAP/accessibility_to_cities_2015_v1_0,"Malaria Atlas Project, University of Oxford",Accessibility to Cities 2015,12/31/2014,12/31/2015,2014,2015,Image,"oxford, map, jrc, twente, accessibility"
Oxford/MAP/friction_surface_2015_v1_0,"Malaria Atlas Project, University of Oxford",Global Friction Surface 2015,12/31/2014,12/31/2015,2014,2015,Image,"oxford, map, jrc, twente, accessibility, friction"
NASA_USDA/HSL/SMAP_soil_moisture,NASA GSFC,NASA-USDA SMAP Global Soil Moisture Data,3/31/2015,4/4/2020,2015,2020,ImageCollection,"nasa, usda, hsl, smap, geophysical, soil, moisture"
GLIMS/2016,National Snow and Ice Data Center (NSDIC),GLIMS: Global Land Ice Measurements from Space - 2016,6/14/2015,6/15/2015,2015,2015,Table,"nsidc, glims, snow, ice, glacier, landcover"
NOAA/NWS/RTMA,NOAA/NWS,RTMA: Real-Time Mesoscale Analysis,6/17/2015,4/10/2020,2015,2020,ImageCollection,"noaa, nws, rtma, wind, temperature, humidity, geophysical, pressure, visibility, cloud, surface, weather, climate"
COPERNICUS/S2,European Union/ESA/Copernicus,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",6/22/2015,4/10/2020,2015,2020,ImageCollection,"eu, esa, copernicus, sentinel, msi, radiance"
NOAA/GFS0P25,NOAA/NCEP/EMC,GFS: Global Forecast System 384-Hour Predicted Atmosphere Data,6/30/2015,4/10/2020,2015,2020,ImageCollection,"noaa, gfs, ncep, emc, temperature, humidity, wind, radiation, precipitation, flux, cloud, vapor, weather, forecast, climate, geophysical"
AU/GA/AUSTRALIA_5M_DEM,Geoscience Australia,Australian 5M DEM,11/30/2015,11/30/2015,2015,2015,ImageCollection,"geoscience_australia, ga, lidar, elevation, australia, dem, geophysical"
CSP/HM/GlobalHumanModification,Conservation Science Partners,CSP gHM: Global Human Modification,12/31/2015,12/30/2016,2015,2016,ImageCollection,"csp, tnc, human_modification, landcover, stressors, landscape_gradient, fragmentation"
TIGER/2016/Counties,United States Census Bureau,TIGER: US Census Counties 2016,12/31/2015,1/1/2017,2015,2017,Table,"census, tiger, us, counties, county"
TIGER/2016/Roads,United States Census Bureau,TIGER: US Census Roads,12/31/2015,1/1/2017,2015,2017,Table,"census, tiger, us, roads"
TIGER/2016/States,United States Census Bureau,TIGER: US Census States 2016,12/31/2015,1/1/2017,2015,2017,Table,"census, tiger, us, state, states"
UMN/PGC/ArcticDEM/V2/5m,University of Minnesota Polar Geospatial Center,ArcticDEM Mosaic,9/20/2016,9/20/2016,2016,2016,Image,"umn, pgc, arctic, dem, geophysical"
UMN/PGC/ArcticDEM/V3/2m_mosaic,University of Minnesota Polar Geospatial Center,ArcticDEM Mosaic,9/20/2016,9/20/2016,2016,2016,Image,"umn, pgc, arctic, dem, geophysical"
COPERNICUS/S3/OLCI,European Union/ESA/Copernicus,Sentinel-3 OLCI EFR: Ocean and Land Color Instrument Earth Observation Full Resolution,10/17/2016,4/10/2020,2016,2020,ImageCollection,"eu, esa, copernicus, sentinel, OLCI, TOA, radiance"
COPERNICUS/S2_SR,European Union/ESA/Copernicus,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",3/27/2017,4/9/2020,2017,2020,ImageCollection,"eu, esa, copernicus, sentinel, msi, sr, reflectance"
USDOS/LSIB_SIMPLE/2017,"United States Department of State, Office of the Geographer","LSIB: Large Scale International Boundary Polygons, Simplified",3/29/2017,3/29/2017,2017,2017,Table,"dos, usdos, boundaries, borders, countries, political"
